9,3.48E+06,3.48E+06,3.48E+06
12,3.94E+06,3.94E+06,3.94E+06
15,4.55E+06,4.55E+06,4.55E+06
18,5.16E+06,5.16E+06,5.16E+06
21,5.92E+06,5.92E+06,5.92E+06
24,6.69E+06,6.69E+06,6.69E+06
27,7.54E+06,7.54E+06,7.54E+06
30,8.39E+06,8.39E+06,8.39E+06
33,9.17E+06,9.17E+06,9.17E+06
36,1.01E+07,1.01E+07,1.01E+07
39,1.10E+07,1.10E+07,1.10E+07
42,1.18E+07,1.18E+07,1.18E+07
45,1.26E+07,1.26E+07,1.26E+07
48,1.35E+07,1.35E+07,1.35E+07
51,1.43E+07,1.43E+07,1.43E+07
54,1.51E+07,1.51E+07,1.51E+07
57,1.59E+07,1.59E+07,1.59E+07
60,1.67E+07,1.67E+07,1.67E+07
63,1.73E+07,1.73E+07,1.73E+07
66,1.81E+07,1.81E+07,1.81E+07
69,1.89E+07,1.89E+07,1.89E+07
72,1.95E+07,1.95E+07,1.95E+07
75,2.03E+07,2.03E+07,2.03E+07
78,2.09E+07,2.09E+07,2.09E+07
81,2.17E+07,2.17E+07,2.17E+07
84,2.23E+07,2.23E+07,2.23E+07
87,2.29E+07,2.29E+07,2.29E+07
90,2.34E+07,2.34E+07,2.34E+07
93,2.40E+07,2.40E+07,2.40E+07
96,2.46E+07,2.46E+07,2.46E+07
99,2.51E+07,2.51E+07,2.51E+07
102,2.57E+07,2.57E+07,2.57E+07
105,2.62E+07,2.62E+07,2.62E+07
108,2.67E+07,2.67E+07,2.67E+07
111,2.71E+07,2.71E+07,2.71E+07
114,2.77E+07,2.77E+07,2.77E+07
117,2.81E+07,2.81E+07,2.81E+07
120,2.85E+07,2.85E+07,2.85E+07
123,2.90E+07,2.90E+07,2.90E+07
126,2.94E+07,2.94E+07,2.94E+07
129,2.98E+07,2.98E+07,2.98E+07
132,3.03E+07,3.03E+07,3.03E+07
135,3.07E+07,3.07E+07,3.07E+07
138,3.12E+07,3.12E+07,3.12E+07
141,3.15E+07,3.15E+07,3.15E+07
144,3.18E+07,3.18E+07,3.18E+07
147,3.22E+07,3.22E+07,3.22E+07
150,3.25E+07,3.25E+07,3.25E+07
153,3.29E+07,3.29E+07,3.29E+07
156,3.33E+07,3.33E+07,3.33E+07
159,3.36E+07,3.36E+07,3.36E+07
162,3.39E+07,3.39E+07,3.39E+07
165,3.42E+07,3.42E+07,3.42E+07
168,3.44E+07,3.44E+07,3.44E+07
171,3.47E+07,3.47E+07,3.47E+07
174,3.51E+07,3.51E+07,3.51E+07
177,3.53E+07,3.53E+07,3.53E+07
180,3.56E+07,3.56E+07,3.56E+07
183,3.58E+07,3.58E+07,3.58E+07
186,3.61E+07,3.61E+07,3.61E+07
189,3.65E+07,3.65E+07,3.65E+07
192,3.67E+07,3.67E+07,3.67E+07
195,3.69E+07,3.69E+07,3.69E+07
198,3.70E+07,3.70E+07,3.70E+07
201,3.74E+07,3.74E+07,3.74E+07
204,3.77E+07,3.77E+07,3.77E+07
207,3.77E+07,3.77E+07,3.77E+07
210,3.81E+07,3.81E+07,3.81E+07
213,3.82E+07,3.82E+07,3.82E+07
216,3.84E+07,3.84E+07,3.84E+07
219,3.88E+07,3.88E+07,3.88E+07
222,3.89E+07,3.89E+07,3.89E+07
225,3.91E+07,3.91E+07,3.91E+07
228,3.94E+07,3.94E+07,3.94E+07
231,3.95E+07,3.95E+07,3.95E+07
234,3.96E+07,3.96E+07,3.96E+07
237,3.98E+07,3.98E+07,3.98E+07
240,4.00E+07,4.00E+07,4.00E+07
243,4.01E+07,4.01E+07,4.01E+07
246,4.03E+07,4.03E+07,4.03E+07
249,4.05E+07,4.05E+07,4.05E+07
252,4.07E+07,4.07E+07,4.07E+07
255,4.07E+07,4.07E+07,4.07E+07
258,4.10E+07,4.10E+07,4.10E+07
261,4.12E+07,4.12E+07,4.12E+07
264,4.12E+07,4.12E+07,4.12E+07
267,4.15E+07,4.15E+07,4.15E+07
270,4.15E+07,4.15E+07,4.15E+07
273,4.18E+07,4.18E+07,4.18E+07
276,4.18E+07,4.18E+07,4.18E+07
279,4.19E+07,4.19E+07,4.19E+07
282,4.21E+07,4.21E+07,4.21E+07
285,4.22E+07,4.22E+07,4.22E+07
288,4.25E+07,4.25E+07,4.25E+07
291,4.24E+07,4.24E+07,4.24E+07
294,4.25E+07,4.25E+07,4.25E+07
297,4.28E+07,4.28E+07,4.28E+07
300,4.29E+07,4.29E+07,4.29E+07
303,4.31E+07,4.31E+07,4.31E+07
306,4.31E+07,4.31E+07,4.31E+07
309,4.33E+07,4.33E+07,4.33E+07
312,4.33E+07,4.33E+07,4.33E+07
315,4.35E+07,4.35E+07,4.35E+07
318,4.36E+07,4.36E+07,4.36E+07
321,4.36E+07,4.36E+07,4.36E+07
324,4.39E+07,4.39E+07,4.39E+07
327,4.38E+07,4.38E+07,4.38E+07
330,4.41E+07,4.41E+07,4.41E+07
333,4.40E+07,4.40E+07,4.40E+07
336,4.41E+07,4.41E+07,4.41E+07
339,4.43E+07,4.43E+07,4.43E+07
342,4.44E+07,4.44E+07,4.44E+07
345,4.44E+07,4.44E+07,4.44E+07
348,4.45E+07,4.45E+07,4.45E+07
351,4.45E+07,4.45E+07,4.45E+07
354,4.46E+07,4.46E+07,4.46E+07
357,4.47E+07,4.47E+07,4.47E+07
360,4.48E+07,4.48E+07,4.48E+07
363,4.49E+07,4.49E+07,4.49E+07
366,4.52E+07,4.52E+07,4.52E+07
369,4.51E+07,4.51E+07,4.51E+07
372,4.52E+07,4.52E+07,4.52E+07
375,4.52E+07,4.52E+07,4.52E+07
378,4.53E+07,4.53E+07,4.53E+07
381,4.54E+07,4.54E+07,4.54E+07
384,4.54E+07,4.54E+07,4.54E+07
387,4.56E+07,4.56E+07,4.56E+07
390,4.56E+07,4.56E+07,4.56E+07
393,4.58E+07,4.58E+07,4.58E+07
396,4.57E+07,4.57E+07,4.57E+07
399,4.58E+07,4.58E+07,4.58E+07
402,4.58E+07,4.58E+07,4.58E+07
405,4.61E+07,4.61E+07,4.61E+07
408,4.61E+07,4.61E+07,4.61E+07
411,4.61E+07,4.61E+07,4.61E+07
414,4.62E+07,4.62E+07,4.62E+07
417,4.61E+07,4.61E+07,4.61E+07
420,4.65E+07,4.65E+07,4.65E+07
